Data,Produto,Categoria,Cliente,Quantidade Vendida,Estoque Atual,Preço Unitário,Localização
2026-08-29,Uniforme Escolar,Escolar,Colégio Beta,47,196,89.9,Lauro de Freitas
2026-08-30,Uniforme Escolar,Escolar,Empresa Beta,45,151,89.9,Feira de Santana
2026-08-31,Jaleco Hospitalar,Hospitalar,Colégio Beta,44,131,129.9,Ilhéus
2026-09-01,Jaleco Hospitalar,Hospitalar,Hospital Vida,33,98,129.9,Vitória da Conquista
2026-09-02,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,43,55,129.9,Salvador
2026-09-03,Macacão Industrial,Industrial,Colégio Delta,36,14,149.9,Salvador
2026-09-04,Macacão Industrial,Industrial,Indústria X,22,246,149.9,Ilhéus
2026-09-05,Uniforme Escolar,Escolar,Colégio Delta,42,109,89.9,Camaçari
2026-09-06,Jaleco Hospitalar,Hospitalar,Empresa Gama,27,28,129.9,Feira de Santana
2026-09-07,Macacão Industrial,Industrial,Empresa Beta,9,237,149.9,Feira de Santana
2026-09-08,Macacão Industrial,Industrial,Colégio Alfa,21,216,149.9,Camaçari
2026-09-09,Jaleco Hospitalar,Hospitalar,Indústria Y,47,223,129.9,Vitória da Conquista
2026-09-10,Uniforme Escolar,Escolar,Indústria Y,47,62,89.9,Salvador
2026-09-11,Uniforme Escolar,Escolar,Colégio Beta,39,23,89.9,Lauro de Freitas
2026-09-12,Camisa Corporativa,Corporativo,Empresa Beta,10,308,99.9,Camaçari
2026-09-13,Uniforme Escolar,Escolar,Empresa Gama,35,490,89.9,Jequié
2026-09-14,Uniforme Escolar,Escolar,Empresa Gama,26,464,89.9,Itabuna
2026-09-15,Macacão Industrial,Industrial,Colégio Alfa,50,166,149.9,Feira de Santana
2026-09-16,Camisa Corporativa,Corporativo,Hospital Vida,50,258,99.9,Vitória da Conquista
2026-09-17,Uniforme Escolar,Escolar,Hospital Saúde+,8,456,89.9,Lauro de Freitas
2026-09-18,Camisa Corporativa,Corporativo,Colégio Delta,16,242,99.9,Lauro de Freitas
2026-09-19,Jaleco Hospitalar,Hospitalar,Hospital Vida,47,176,129.9,Feira de Santana
2026-09-20,Jaleco Hospitalar,Hospitalar,Indústria X,8,168,129.9,Vitória da Conquista
2026-09-21,Uniforme Escolar,Escolar,Indústria Y,26,430,89.9,Ilhéus
2026-09-22,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,37,131,129.9,Ilhéus
2026-09-23,Macacão Industrial,Industrial,Empresa Beta,15,151,149.9,Itabuna
2026-09-24,Jaleco Hospitalar,Hospitalar,Empresa Beta,49,82,129.9,Lauro de Freitas
2026-09-25,Macacão Industrial,Industrial,Colégio Alfa,14,137,149.9,Vitória da Conquista
2026-09-26,Jaleco Hospitalar,Hospitalar,Empresa Beta,37,45,129.9,Salvador
2026-09-27,Camisa Corporativa,Corporativo,Hospital Vida,23,219,99.9,Vitória da Conquista
2026-09-28,Uniforme Escolar,Escolar,Hospital Saúde+,20,410,89.9,Lauro de Freitas
2026-09-29,Camisa Corporativa,Corporativo,Indústria Y,16,203,99.9,Camaçari
2026-09-30,Camisa Corporativa,Corporativo,Colégio Alfa,17,186,99.9,Ilhéus
2026-10-01,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,28,17,129.9,Jequié
2026-10-02,Uniforme Escolar,Escolar,Colégio Delta,42,368,89.9,Camaçari
2026-10-03,Jaleco Hospitalar,Hospitalar,Colégio Delta,5,12,129.9,Feira de Santana
2026-10-04,Macacão Industrial,Industrial,Empresa Gama,40,97,149.9,Jequié
2026-10-05,Camisa Corporativa,Corporativo,Indústria Y,31,155,99.9,Ilhéus
2026-10-06,Uniforme Escolar,Escolar,Empresa Beta,24,344,89.9,Camaçari
2026-10-07,Jaleco Hospitalar,Hospitalar,Colégio Alfa,8,4,129.9,Jequié
2026-10-08,Camisa Corporativa,Corporativo,Indústria X,10,145,99.9,Itabuna
2026-10-09,Macacão Industrial,Industrial,Colégio Delta,50,47,149.9,Salvador
2026-10-10,Jaleco Hospitalar,Hospitalar,Indústria X,36,452,129.9,Vitória da Conquista
2026-10-11,Jaleco Hospitalar,Hospitalar,Colégio Beta,9,443,129.9,Salvador
2026-10-12,Camisa Corporativa,Corporativo,Indústria Y,24,121,99.9,Itabuna
2026-10-13,Uniforme Escolar,Escolar,Empresa Beta,32,312,89.9,Salvador
2026-10-14,Camisa Corporativa,Corporativo,Hospital Vida,25,96,99.9,Salvador
2026-10-15,Camisa Corporativa,Corporativo,Colégio Alfa,43,53,99.9,Feira de Santana
2026-10-16,Camisa Corporativa,Corporativo,Colégio Alfa,6,47,99.9,Camaçari
2026-10-17,Jaleco Hospitalar,Hospitalar,Indústria Y,43,400,129.9,Feira de Santana
2026-10-18,Jaleco Hospitalar,Hospitalar,Empresa Gama,37,363,129.9,Camaçari
2026-10-19,Camisa Corporativa,Corporativo,Hospital Saúde+,21,26,99.9,Camaçari
2026-10-20,Jaleco Hospitalar,Hospitalar,Hospital Vida,21,342,129.9,Itabuna
2026-10-21,Macacão Industrial,Industrial,Hospital Vida,10,37,149.9,Salvador
2026-10-22,Uniforme Escolar,Escolar,Colégio Alfa,36,276,89.9,Ilhéus
2026-10-23,Uniforme Escolar,Escolar,Empresa Beta,47,229,89.9,Itabuna
2026-10-24,Uniforme Escolar,Escolar,Empresa Beta,6,223,89.9,Salvador
2026-10-25,Macacão Industrial,Industrial,Colégio Delta,20,17,149.9,Lauro de Freitas
2026-10-26,Macacão Industrial,Industrial,Hospital Vida,27,286,149.9,Camaçari
2026-10-27,Jaleco Hospitalar,Hospitalar,Colégio Alfa,50,292,129.9,Itabuna
2026-10-28,Camisa Corporativa,Corporativo,Hospital Saúde+,30,474,99.9,Vitória da Conquista
2026-10-29,Jaleco Hospitalar,Hospitalar,Indústria Y,23,269,129.9,Ilhéus
2026-10-30,Jaleco Hospitalar,Hospitalar,Colégio Delta,26,243,129.9,Jequié
2026-10-31,Macacão Industrial,Industrial,Colégio Delta,13,273,149.9,Salvador
2026-11-01,Uniforme Escolar,Escolar,Indústria X,21,202,89.9,Vitória da Conquista
2026-11-02,Camisa Corporativa,Corporativo,Hospital Vida,22,452,99.9,Itabuna
2026-11-03,Jaleco Hospitalar,Hospitalar,Indústria Y,13,230,129.9,Camaçari
2026-11-04,Uniforme Escolar,Escolar,Empresa Beta,42,160,89.9,Ilhéus
2026-11-05,Uniforme Escolar,Escolar,Indústria X,47,113,89.9,Ilhéus
2026-11-06,Uniforme Escolar,Escolar,Hospital Saúde+,25,88,89.9,Camaçari
2026-11-07,Jaleco Hospitalar,Hospitalar,Colégio Beta,41,189,129.9,Ilhéus
2026-11-08,Macacão Industrial,Industrial,Indústria X,16,257,149.9,Ilhéus
2026-11-09,Uniforme Escolar,Escolar,Indústria X,12,76,89.9,Lauro de Freitas
2026-11-10,Jaleco Hospitalar,Hospitalar,Colégio Beta,17,172,129.9,Feira de Santana
2026-11-11,Uniforme Escolar,Escolar,Colégio Alfa,39,37,89.9,Camaçari
2026-11-12,Uniforme Escolar,Escolar,Empresa Beta,25,12,89.9,Camaçari
2026-11-13,Uniforme Escolar,Escolar,Hospital Saúde+,14,442,89.9,Camaçari
2026-11-14,Macacão Industrial,Industrial,Colégio Delta,34,223,149.9,Vitória da Conquista
2026-11-15,Uniforme Escolar,Escolar,Hospital Vida,17,425,89.9,Salvador
2026-11-16,Jaleco Hospitalar,Hospitalar,Empresa Gama,38,134,129.9,Vitória da Conquista
2026-11-17,Camisa Corporativa,Corporativo,Indústria Y,20,432,99.9,Salvador
2026-11-18,Uniforme Escolar,Escolar,Indústria X,49,376,89.9,Lauro de Freitas
2026-11-19,Uniforme Escolar,Escolar,Indústria Y,34,342,89.9,Salvador
2026-11-20,Uniforme Escolar,Escolar,Colégio Alfa,38,304,89.9,Lauro de Freitas
2026-11-21,Jaleco Hospitalar,Hospitalar,Hospital Vida,26,108,129.9,Salvador
2026-11-22,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,22,86,129.9,Vitória da Conquista
2026-11-23,Macacão Industrial,Industrial,Indústria Y,46,177,149.9,Ilhéus
2026-11-24,Camisa Corporativa,Corporativo,Empresa Gama,31,401,99.9,Jequié
2026-11-25,Macacão Industrial,Industrial,Indústria Y,16,161,149.9,Jequié
2026-11-26,Uniforme Escolar,Escolar,Colégio Alfa,5,299,89.9,Salvador
2026-11-27,Camisa Corporativa,Corporativo,Hospital Vida,30,371,99.9,Lauro de Freitas
2026-11-28,Uniforme Escolar,Escolar,Colégio Beta,15,284,89.9,Salvador
2026-11-29,Uniforme Escolar,Escolar,Indústria X,47,237,89.9,Vitória da Conquista
2026-11-30,Uniforme Escolar,Escolar,Indústria Y,13,224,89.9,Jequié
2026-12-01,Camisa Corporativa,Corporativo,Indústria Y,29,342,99.9,Itabuna
2026-12-02,Uniforme Escolar,Escolar,Colégio Alfa,49,175,89.9,Vitória da Conquista
2026-12-03,Jaleco Hospitalar,Hospitalar,Colégio Alfa,7,79,129.9,Feira de Santana
2026-12-04,Camisa Corporativa,Corporativo,Hospital Vida,9,333,99.9,Camaçari
2026-12-05,Camisa Corporativa,Corporativo,Hospital Saúde+,39,294,99.9,Itabuna
2026-12-06,Uniforme Escolar,Escolar,Empresa Gama,40,135,89.9,Jequié
2026-12-07,Uniforme Escolar,Escolar,Indústria Y,23,112,89.9,Jequié
2026-12-08,Uniforme Escolar,Escolar,Empresa Beta,6,106,89.9,Ilhéus
2026-12-09,Macacão Industrial,Industrial,Hospital Saúde+,7,154,149.9,Lauro de Freitas
2026-12-10,Jaleco Hospitalar,Hospitalar,Empresa Gama,31,48,129.9,Ilhéus
2026-12-11,Macacão Industrial,Industrial,Colégio Alfa,8,146,149.9,Lauro de Freitas
2026-12-12,Camisa Corporativa,Corporativo,Colégio Beta,29,265,99.9,Itabuna
2026-12-13,Uniforme Escolar,Escolar,Indústria X,50,56,89.9,Vitória da Conquista
2026-12-14,Jaleco Hospitalar,Hospitalar,Hospital Vida,22,26,129.9,Lauro de Freitas
2026-12-15,Camisa Corporativa,Corporativo,Indústria Y,21,244,99.9,Feira de Santana
2026-12-16,Camisa Corporativa,Corporativo,Hospital Saúde+,34,210,99.9,Lauro de Freitas
2026-12-17,Uniforme Escolar,Escolar,Empresa Beta,34,22,89.9,Feira de Santana
2026-12-18,Jaleco Hospitalar,Hospitalar,Empresa Gama,28,476,129.9,Feira de Santana
2026-12-19,Uniforme Escolar,Escolar,Hospital Saúde+,41,240,89.9,Ilhéus
2026-12-20,Camisa Corporativa,Corporativo,Empresa Gama,40,170,99.9,Camaçari
2026-12-21,Uniforme Escolar,Escolar,Hospital Saúde+,5,235,89.9,Feira de Santana
2026-12-22,Jaleco Hospitalar,Hospitalar,Hospital Vida,45,431,129.9,Ilhéus
2026-12-23,Uniforme Escolar,Escolar,Empresa Beta,27,208,89.9,Itabuna
2026-12-24,Uniforme Escolar,Escolar,Indústria X,42,166,89.9,Salvador
2026-12-25,Macacão Industrial,Industrial,Colégio Beta,28,118,149.9,Feira de Santana
2026-12-26,Uniforme Escolar,Escolar,Indústria X,21,145,89.9,Itabuna
2026-12-27,Uniforme Escolar,Escolar,Colégio Alfa,11,134,89.9,Jequié
2026-12-28,Uniforme Escolar,Escolar,Indústria Y,8,126,89.9,Salvador
2026-12-29,Macacão Industrial,Industrial,Colégio Alfa,11,107,149.9,Lauro de Freitas
2026-12-30,Jaleco Hospitalar,Hospitalar,Colégio Delta,35,396,129.9,Itabuna
2026-12-31,Camisa Corporativa,Corporativo,Indústria X,6,164,99.9,Salvador
2027-01-01,Uniforme Escolar,Escolar,Indústria Y,19,107,89.9,Salvador
2027-01-02,Jaleco Hospitalar,Hospitalar,Indústria Y,16,380,129.9,Salvador
2027-01-03,Macacão Industrial,Industrial,Indústria X,21,86,149.9,Itabuna
2027-01-04,Macacão Industrial,Industrial,Indústria X,37,49,149.9,Feira de Santana
2027-01-05,Jaleco Hospitalar,Hospitalar,Colégio Delta,16,364,129.9,Jequié
2027-01-06,Camisa Corporativa,Corporativo,Hospital Saúde+,46,118,99.9,Vitória da Conquista
2027-01-07,Jaleco Hospitalar,Hospitalar,Indústria Y,43,321,129.9,Itabuna
2027-01-08,Macacão Industrial,Industrial,Colégio Alfa,9,40,149.9,Camaçari
2027-01-09,Camisa Corporativa,Corporativo,Hospital Saúde+,47,71,99.9,Jequié
2027-01-10,Macacão Industrial,Industrial,Colégio Delta,21,19,149.9,Vitória da Conquista
2027-01-11,Uniforme Escolar,Escolar,Colégio Beta,27,80,89.9,Salvador
2027-01-12,Uniforme Escolar,Escolar,Hospital Saúde+,43,37,89.9,Salvador
2027-01-13,Camisa Corporativa,Corporativo,Hospital Saúde+,38,33,99.9,Vitória da Conquista
2027-01-14,Uniforme Escolar,Escolar,Colégio Delta,29,8,89.9,Vitória da Conquista
2027-01-15,Camisa Corporativa,Corporativo,Indústria X,45,470,99.9,Itabuna
2027-01-16,Macacão Industrial,Industrial,Indústria Y,28,437,149.9,Feira de Santana
2027-01-17,Jaleco Hospitalar,Hospitalar,Empresa Beta,25,296,129.9,Lauro de Freitas
2027-01-18,Macacão Industrial,Industrial,Empresa Gama,8,429,149.9,Ilhéus
2027-01-19,Macacão Industrial,Industrial,Indústria X,17,412,149.9,Lauro de Freitas
2027-01-20,Camisa Corporativa,Corporativo,Hospital Vida,41,429,99.9,Lauro de Freitas
2027-01-21,Uniforme Escolar,Escolar,Hospital Vida,48,482,89.9,Itabuna
2027-01-22,Camisa Corporativa,Corporativo,Colégio Alfa,11,418,99.9,Ilhéus
2027-01-23,Jaleco Hospitalar,Hospitalar,Empresa Beta,30,266,129.9,Salvador
2027-01-24,Macacão Industrial,Industrial,Indústria Y,38,374,149.9,Itabuna
2027-01-25,Camisa Corporativa,Corporativo,Colégio Beta,24,394,99.9,Itabuna
2027-01-26,Macacão Industrial,Industrial,Hospital Saúde+,15,359,149.9,Lauro de Freitas
2027-01-27,Macacão Industrial,Industrial,Colégio Beta,46,313,149.9,Ilhéus
2027-01-28,Uniforme Escolar,Escolar,Empresa Beta,22,460,89.9,Lauro de Freitas
2027-01-29,Jaleco Hospitalar,Hospitalar,Colégio Delta,43,223,129.9,Ilhéus
2027-01-30,Camisa Corporativa,Corporativo,Empresa Gama,22,372,99.9,Feira de Santana
2027-01-31,Camisa Corporativa,Corporativo,Colégio Delta,22,350,99.9,Lauro de Freitas
2027-02-01,Jaleco Hospitalar,Hospitalar,Indústria X,16,207,129.9,Vitória da Conquista
2027-02-02,Uniforme Escolar,Escolar,Colégio Beta,34,426,89.9,Feira de Santana
2027-02-03,Jaleco Hospitalar,Hospitalar,Colégio Beta,30,177,129.9,Itabuna
2027-02-04,Camisa Corporativa,Corporativo,Hospital Vida,37,313,99.9,Salvador
2027-02-05,Jaleco Hospitalar,Hospitalar,Hospital Vida,25,152,129.9,Feira de Santana
2027-02-06,Jaleco Hospitalar,Hospitalar,Empresa Beta,7,145,129.9,Ilhéus
2027-02-07,Camisa Corporativa,Corporativo,Empresa Beta,44,269,99.9,Lauro de Freitas
2027-02-08,Camisa Corporativa,Corporativo,Indústria X,7,262,99.9,Itabuna
2027-02-09,Uniforme Escolar,Escolar,Indústria X,17,409,89.9,Ilhéus
2027-02-10,Macacão Industrial,Industrial,Colégio Alfa,40,273,149.9,Lauro de Freitas
2027-02-11,Uniforme Escolar,Escolar,Empresa Gama,43,366,89.9,Vitória da Conquista
2027-02-12,Uniforme Escolar,Escolar,Colégio Beta,33,333,89.9,Ilhéus
2027-02-13,Uniforme Escolar,Escolar,Hospital Saúde+,43,290,89.9,Lauro de Freitas
2027-02-14,Uniforme Escolar,Escolar,Empresa Gama,48,242,89.9,Feira de Santana
2027-02-15,Uniforme Escolar,Escolar,Colégio Beta,33,209,89.9,Lauro de Freitas
2027-02-16,Uniforme Escolar,Escolar,Colégio Beta,46,163,89.9,Ilhéus
2027-02-17,Uniforme Escolar,Escolar,Indústria Y,49,114,89.9,Salvador
2027-02-18,Uniforme Escolar,Escolar,Hospital Saúde+,12,102,89.9,Itabuna
2027-02-19,Uniforme Escolar,Escolar,Indústria X,33,69,89.9,Salvador
2027-02-20,Macacão Industrial,Industrial,Colégio Beta,33,240,149.9,Feira de Santana
2027-02-21,Macacão Industrial,Industrial,Colégio Delta,28,212,149.9,Vitória da Conquista
2027-02-22,Jaleco Hospitalar,Hospitalar,Indústria X,18,127,129.9,Vitória da Conquista
2027-02-23,Jaleco Hospitalar,Hospitalar,Colégio Beta,28,99,129.9,Vitória da Conquista
2027-02-24,Macacão Industrial,Industrial,Indústria Y,31,181,149.9,Jequié
2027-02-25,Macacão Industrial,Industrial,Hospital Saúde+,50,131,149.9,Camaçari
2027-02-26,Macacão Industrial,Industrial,Colégio Alfa,27,104,149.9,Itabuna
2027-02-27,Camisa Corporativa,Corporativo,Colégio Beta,18,244,99.9,Feira de Santana
2027-02-28,Uniforme Escolar,Escolar,Indústria X,45,24,89.9,Ilhéus
2027-03-01,Uniforme Escolar,Escolar,Indústria X,10,14,89.9,Salvador
2027-03-02,Jaleco Hospitalar,Hospitalar,Colégio Alfa,33,66,129.9,Ilhéus
2027-03-03,Macacão Industrial,Industrial,Empresa Beta,43,61,149.9,Salvador
2027-03-04,Jaleco Hospitalar,Hospitalar,Colégio Alfa,37,29,129.9,Lauro de Freitas
2027-03-05,Uniforme Escolar,Escolar,Empresa Beta,36,325,89.9,Camaçari
2027-03-06,Jaleco Hospitalar,Hospitalar,Empresa Beta,29,219,129.9,Jequié
2027-03-07,Macacão Industrial,Industrial,Colégio Beta,46,15,149.9,Ilhéus
2027-03-08,Uniforme Escolar,Escolar,Empresa Gama,31,294,89.9,Itabuna
2027-03-09,Uniforme Escolar,Escolar,Indústria X,47,247,89.9,Camaçari
2027-03-10,Macacão Industrial,Industrial,Colégio Delta,34,416,149.9,Lauro de Freitas
2027-03-11,Uniforme Escolar,Escolar,Hospital Vida,29,218,89.9,Ilhéus
2027-03-12,Camisa Corporativa,Corporativo,Empresa Gama,16,228,99.9,Camaçari
2027-03-13,Camisa Corporativa,Corporativo,Hospital Saúde+,6,222,99.9,Feira de Santana
2027-03-14,Macacão Industrial,Industrial,Empresa Gama,35,381,149.9,Camaçari
2027-03-15,Jaleco Hospitalar,Hospitalar,Hospital Vida,45,174,129.9,Itabuna
2027-03-16,Uniforme Escolar,Escolar,Colégio Delta,17,201,89.9,Ilhéus
2027-03-17,Macacão Industrial,Industrial,Hospital Vida,7,374,149.9,Ilhéus
2027-03-18,Camisa Corporativa,Corporativo,Colégio Beta,40,182,99.9,Salvador
2027-03-19,Camisa Corporativa,Corporativo,Indústria Y,21,161,99.9,Salvador
2027-03-20,Jaleco Hospitalar,Hospitalar,Colégio Beta,48,126,129.9,Ilhéus
2027-03-21,Macacão Industrial,Industrial,Empresa Beta,28,346,149.9,Jequié
2027-03-22,Jaleco Hospitalar,Hospitalar,Empresa Beta,40,86,129.9,Jequié
2027-03-23,Jaleco Hospitalar,Hospitalar,Hospital Vida,15,71,129.9,Ilhéus
2027-03-24,Macacão Industrial,Industrial,Empresa Beta,10,336,149.9,Camaçari
2027-03-25,Jaleco Hospitalar,Hospitalar,Colégio Beta,46,25,129.9,Jequié
2027-03-26,Uniforme Escolar,Escolar,Indústria Y,47,154,89.9,Itabuna
2027-03-27,Macacão Industrial,Industrial,Colégio Beta,15,321,149.9,Vitória da Conquista
2027-03-28,Camisa Corporativa,Corporativo,Colégio Beta,21,140,99.9,Camaçari
2027-03-29,Uniforme Escolar,Escolar,Indústria X,20,134,89.9,Ilhéus
2027-03-30,Camisa Corporativa,Corporativo,Colégio Delta,20,120,99.9,Vitória da Conquista
2027-03-31,Macacão Industrial,Industrial,Indústria Y,44,277,149.9,Vitória da Conquista
2027-04-01,Camisa Corporativa,Corporativo,Colégio Beta,39,81,99.9,Vitória da Conquista
2027-04-02,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,43,289,129.9,Salvador
2027-04-03,Uniforme Escolar,Escolar,Indústria Y,20,114,89.9,Camaçari
2027-04-04,Jaleco Hospitalar,Hospitalar,Indústria Y,10,279,129.9,Itabuna
2027-04-05,Jaleco Hospitalar,Hospitalar,Colégio Beta,26,253,129.9,Camaçari
2027-04-06,Jaleco Hospitalar,Hospitalar,Empresa Beta,35,218,129.9,Salvador
2027-04-07,Jaleco Hospitalar,Hospitalar,Indústria Y,28,190,129.9,Vitória da Conquista
2027-04-08,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,46,144,129.9,Vitória da Conquista
2027-04-09,Camisa Corporativa,Corporativo,Colégio Beta,10,71,99.9,Feira de Santana
2027-04-10,Camisa Corporativa,Corporativo,Indústria X,6,65,99.9,Feira de Santana
2027-04-11,Macacão Industrial,Industrial,Colégio Delta,48,229,149.9,Vitória da Conquista
2027-04-12,Camisa Corporativa,Corporativo,Empresa Gama,41,24,99.9,Jequié
2027-04-13,Jaleco Hospitalar,Hospitalar,Empresa Beta,50,94,129.9,Ilhéus
2027-04-14,Jaleco Hospitalar,Hospitalar,Empresa Beta,20,74,129.9,Vitória da Conquista
2027-04-15,Camisa Corporativa,Corporativo,Hospital Vida,41,455,99.9,Camaçari
2027-04-16,Jaleco Hospitalar,Hospitalar,Hospital Vida,46,28,129.9,Jequié
2027-04-17,Jaleco Hospitalar,Hospitalar,Colégio Delta,46,212,129.9,Vitória da Conquista
2027-04-18,Camisa Corporativa,Corporativo,Indústria Y,50,405,99.9,Vitória da Conquista
2027-04-19,Uniforme Escolar,Escolar,Empresa Beta,18,96,89.9,Ilhéus
2027-04-20,Uniforme Escolar,Escolar,Indústria X,19,77,89.9,Lauro de Freitas
2027-04-21,Macacão Industrial,Industrial,Colégio Beta,47,182,149.9,Feira de Santana
2027-04-22,Macacão Industrial,Industrial,Empresa Gama,43,139,149.9,Salvador
2027-04-23,Uniforme Escolar,Escolar,Colégio Delta,29,48,89.9,Ilhéus
2027-04-24,Jaleco Hospitalar,Hospitalar,Indústria Y,43,169,129.9,Lauro de Freitas
2027-04-25,Macacão Industrial,Industrial,Hospital Vida,5,134,149.9,Feira de Santana
2027-04-26,Uniforme Escolar,Escolar,Colégio Beta,42,6,89.9,Feira de Santana
2027-04-27,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,7,162,129.9,Itabuna
2027-04-28,Jaleco Hospitalar,Hospitalar,Indústria X,17,145,129.9,Vitória da Conquista
2027-04-29,Jaleco Hospitalar,Hospitalar,Colégio Alfa,21,124,129.9,Vitória da Conquista
2027-04-30,Macacão Industrial,Industrial,Colégio Alfa,38,96,149.9,Camaçari
2027-05-01,Macacão Industrial,Industrial,Empresa Gama,49,47,149.9,Vitória da Conquista
2027-05-02,Camisa Corporativa,Corporativo,Empresa Gama,26,379,99.9,Jequié
2027-05-03,Jaleco Hospitalar,Hospitalar,Colégio Beta,32,92,129.9,Salvador
2027-05-04,Uniforme Escolar,Escolar,Hospital Saúde+,33,453,89.9,Itabuna
2027-05-05,Camisa Corporativa,Corporativo,Hospital Saúde+,30,349,99.9,Jequié
2027-05-06,Macacão Industrial,Industrial,Colégio Beta,42,5,149.9,Ilhéus
2027-05-07,Jaleco Hospitalar,Hospitalar,Colégio Delta,30,62,129.9,Salvador
2027-05-08,Camisa Corporativa,Corporativo,Empresa Beta,34,315,99.9,Jequié
2027-05-09,Camisa Corporativa,Corporativo,Colégio Alfa,30,285,99.9,Jequié
2027-05-10,Jaleco Hospitalar,Hospitalar,Colégio Beta,6,56,129.9,Lauro de Freitas
2027-05-11,Uniforme Escolar,Escolar,Hospital Saúde+,48,405,89.9,Itabuna
2027-05-12,Macacão Industrial,Industrial,Colégio Alfa,28,214,149.9,Salvador
2027-05-13,Camisa Corporativa,Corporativo,Colégio Beta,50,235,99.9,Ilhéus
2027-05-14,Jaleco Hospitalar,Hospitalar,Colégio Alfa,42,14,129.9,Ilhéus
2027-05-15,Uniforme Escolar,Escolar,Hospital Vida,47,358,89.9,Vitória da Conquista
2027-05-16,Jaleco Hospitalar,Hospitalar,Hospital Saúde+,31,339,129.9,Vitória da Conquista
2027-05-17,Camisa Corporativa,Corporativo,Hospital Saúde+,47,188,99.9,Vitória da Conquista
2027-05-18,Macacão Industrial,Industrial,Hospital Saúde+,50,164,149.9,Camaçari
2027-05-19,Camisa Corporativa,Corporativo,Colégio Beta,37,151,99.9,Feira de Santana
2027-05-20,Uniforme Escolar,Escolar,Hospital Vida,16,342,89.9,Camaçari
2027-05-21,Jaleco Hospitalar,Hospitalar,Empresa Gama,9,330,129.9,Ilhéus
2027-05-22,Uniforme Escolar,Escolar,Indústria X,17,325,89.9,Camaçari
2027-05-23,Jaleco Hospitalar,Hospitalar,Indústria Y,26,304,129.9,Ilhéus
2027-05-24,Camisa Corporativa,Corporativo,Hospital Vida,49,102,99.9,Itabuna
2027-05-25,Jaleco Hospitalar,Hospitalar,Colégio Alfa,11,293,129.9,Feira de Santana
2027-05-26,Jaleco Hospitalar,Hospitalar,Colégio Delta,22,271,129.9,Lauro de Freitas
2027-05-27,Uniforme Escolar,Escolar,Colégio Delta,35,290,89.9,Feira de Santana
2027-05-28,Uniforme Escolar,Escolar,Hospital Saúde+,44,246,89.9,Salvador
2027-05-29,Uniforme Escolar,Escolar,Empresa Beta,42,204,89.9,Vitória da Conquista
2027-05-30,Macacão Industrial,Industrial,Indústria Y,27,137,149.9,Itabuna
2027-05-31,Macacão Industrial,Industrial,Colégio Beta,37,100,149.9,Camaçari
2027-06-01,Camisa Corporativa,Corporativo,Empresa Gama,27,75,99.9,Lauro de Freitas
2027-06-02,Jaleco Hospitalar,Hospitalar,Colégio Beta,20,251,129.9,Vitória da Conquista
2027-06-03,Jaleco Hospitalar,Hospitalar,Indústria Y,7,244,129.9,Ilhéus
2027-06-04,Macacão Industrial,Industrial,Colégio Alfa,30,70,149.9,Itabuna
2027-06-05,Jaleco Hospitalar,Hospitalar,Empresa Beta,26,218,129.9,Lauro de Freitas
2027-06-06,Jaleco Hospitalar,Hospitalar,Indústria Y,26,192,129.9,Camaçari
2027-06-07,Uniforme Escolar,Escolar,Colégio Beta,12,192,89.9,Feira de Santana
2027-06-08,Uniforme Escolar,Escolar,Colégio Delta,17,175,89.9,Camaçari
2027-06-09,Jaleco Hospitalar,Hospitalar,Hospital Vida,32,160,129.9,Jequié
2027-06-10,Uniforme Escolar,Escolar,Indústria Y,28,147,89.9,Itabuna
2027-06-11,Macacão Industrial,Industrial,Empresa Gama,43,27,149.9,Itabuna
2027-06-12,Jaleco Hospitalar,Hospitalar,Colégio Alfa,44,116,129.9,Lauro de Freitas
2027-06-13,Jaleco Hospitalar,Hospitalar,Indústria Y,21,95,129.9,Salvador
2027-06-14,Macacão Industrial,Industrial,Colégio Delta,29,272,149.9,Feira de Santana
2027-06-15,Uniforme Escolar,Escolar,Colégio Delta,6,141,89.9,Camaçari
2027-06-16,Uniforme Escolar,Escolar,Colégio Beta,42,99,89.9,Ilhéus
2027-06-17,Camisa Corporativa,Corporativo,Hospital Saúde+,11,64,99.9,Feira de Santana
2027-06-18,Macacão Industrial,Industrial,Empresa Gama,15,257,149.9,Salvador
2027-06-19,Uniforme Escolar,Escolar,Indústria Y,40,59,89.9,Camaçari
2027-06-20,Macacão Industrial,Industrial,Hospital Vida,47,210,149.9,Lauro de Freitas
2027-06-21,Uniforme Escolar,Escolar,Empresa Gama,14,45,89.9,Vitória da Conquista
2027-06-22,Uniforme Escolar,Escolar,Indústria Y,30,15,89.9,Feira de Santana
2027-06-23,Macacão Industrial,Industrial,Colégio Beta,6,204,149.9,Jequié
2027-06-24,Uniforme Escolar,Escolar,Indústria X,24,347,89.9,Ilhéus
2027-06-25,Camisa Corporativa,Corporativo,Empresa Beta,29,35,99.9,Itabuna
